"","WordPair","ID.true","Experiment","Response","Valence","Conceptual","FeatureMatch","ExperimentType"
"178","cuddle-smile","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"179","come-go","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"180","imagine-fulfill","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"181","kiss-believe","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"182","violate-cherish","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,"NegativeMismatch","AbstractMismatch","MaxMismatch","Similarity"
"183","show-display","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
"184","rise-fall","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"185","scratch-exploit","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,"NegativeMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"186","build-smack","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"187","scorn-believe","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"188","annoy-obsess","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"189","scratch-stab","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",16,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"190","ask-inquire","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
"191","eat-kiss","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"192","begin-end","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"193","believe-fulfill","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"194","swing-justify","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"195","exploit-cherish","6734ab83047e85e2f8795acb","Ex1a: Conc-Abs (Verbs)",0,"NegativeMismatch","AbstractMismatch","MaxMismatch","Similarity"
"196","enter-exit","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",17,NA,NA,"DissimilarControl","Similarity"
"197","begin-start","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",66,NA,NA,"SimilarControl","Similarity"
"198","criticize-obsess","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",60,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"199","rise-fall","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",28,NA,NA,"DissimilarControl","Similarity"
"200","violate-enlighten","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",36,"NegativeMismatch","AbstractMismatch","MaxMismatch","Similarity"
"201","befall-admired","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",44,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"202","bleed-spit","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",55,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"203","imagine-hope","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",59,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"204","kiss-swing","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",55,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"205","ask-inquire","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",85,NA,NA,"SimilarControl","Similarity"
"206","cuddle-bleed","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",36,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"207","cuddle-imagine","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",55,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"208","smack-exploit","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",53,"NegativeMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"209","arrive-leave","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",21,NA,NA,"DissimilarControl","Similarity"
"210","end-finish","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",66,NA,NA,"SimilarControl","Similarity"
"211","criticize-violate","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",66,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"212","begin-end","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",37,NA,NA,"DissimilarControl","Similarity"
"213","worry-fulfill","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",37,"NegativeMismatch","AbstractMismatch","MaxMismatch","Similarity"
"214","befall-justify","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",40,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"215","bleed-slap","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",60,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"216","fulfill-respect","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",31,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"217","sail-smile","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",40,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"218","need-require","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",67,NA,NA,"SimilarControl","Similarity"
"219","eat-murder","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",63,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"220","eat-cherish","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",62,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"221","stab-scorn","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",65,"NegativeMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"222","open-close","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",21,NA,NA,"DissimilarControl","Similarity"
"223","get-obtain","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",65,NA,NA,"SimilarControl","Similarity"
"224","befall-exploit","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",65,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"225","push-pull","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",1,NA,NA,"DissimilarControl","Similarity"
"226","resent-enlighten","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",27,"NegativeMismatch","AbstractMismatch","MaxMismatch","Similarity"
"227","annoy-hope","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",25,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"228","murder-puke","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",63,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"229","cherish-justify","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",66,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"230","cook-eat","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",71,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"231","use-employ","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",72,NA,NA,"SimilarControl","Similarity"
"232","running-puke","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",61,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"233","cuddle-enlighten","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",57,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"234","murder-loathe","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",61,"NegativeMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"235","add-remove","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",20,NA,NA,"DissimilarControl","Similarity"
"236","buy-purchase","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",80,NA,NA,"SimilarControl","Similarity"
"237","loathe-obsess","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",24,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"238","come-go","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",67,NA,NA,"DissimilarControl","Similarity"
"239","worry-believe","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",31,"NegativeMismatch","AbstractMismatch","MaxMismatch","Similarity"
"240","worry-fulfill","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",29,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"241","bleed-kill","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",83,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"242","hope-justify","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",74,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"243","running-sail","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",58,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"244","speak-talk","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",75,NA,NA,"SimilarControl","Similarity"
"245","eat-puke","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",64,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"246","eat-fulfill","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",84,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"247","vomit-exploit","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",61,"NegativeMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"248","give-take","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",22,NA,NA,"DissimilarControl","Similarity"
"249","help-assist","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",91,NA,NA,"SimilarControl","Similarity"
"250","annoy-violate","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",70,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"251","increase-decrease","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",19,NA,NA,"DissimilarControl","Similarity"
"252","worry-cherish","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",19,"NegativeMismatch","AbstractMismatch","MaxMismatch","Similarity"
"253","resent-enlighten","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",21,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"254","murder-vomit","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",69,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"255","fulfill-esteem","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",65,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"256","sail-swing","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",75,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"257","show-display","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",93,NA,NA,"SimilarControl","Similarity"
"258","sail-smack","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",42,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"259","swing-esteem","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",36,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"260","kill-criticize","65da5ea53cf757c346ee5b18","Ex1a: Conc-Abs (Verbs)",58,"NegativeMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"261","increase-decrease","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"262","end-finish","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",98,NA,NA,"SimilarControl","Similarity"
"263","murder-slap","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",7,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"264","cuddle-justify","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",19,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"265","rise-fall","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"266","show-display","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
"267","eat-vomit","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"268","violate-imagine","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",11,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"269","hug-swing","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",12,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"270","criticize-admired","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,"NegativeMismatch","AbstractMismatch","MaxMismatch","Similarity"
"271","believe-fulfill","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",99,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"272","exploit-loathe","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",98,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"273","scratch-criticize","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",56,"NegativeMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"274","arrive-leave","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"275","buy-purchase","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
"276","spit-vomit","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",75,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"277","smile-enlighten","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",93,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"278","push-pull","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"279","help-assist","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
"280","cuddle-murder","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"281","exploit-admired","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"282","build-kiss","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",47,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"283","befall-enlighten","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",2,"NegativeMismatch","AbstractMismatch","MaxMismatch","Similarity"
"284","admired-hope","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",99,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"285","violate-worry","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",71,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"286","stab-exploit","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",63,"NegativeMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"287","enter-exit","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"288","get-obtain","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
"289","kill-spit","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",24,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"290","hug-imagine","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",51,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"291","come-go","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"292","need-require","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
"293","smile-murder","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"294","annoy-enlighten","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"295","cuddle-sail","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",51,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"296","exploit-enlighten","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,"NegativeMismatch","AbstractMismatch","MaxMismatch","Similarity"
"297","hope-esteem","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",79,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"298","befall-obsess","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",68,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"299","puke-resent","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",46,"NegativeMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"300","add-remove","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"301","begin-start","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
"302","scratch-smack","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",79,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"303","build-believe","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",88,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"304","give-take","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"305","use-employ","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
"306","smile-scratch","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",35,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"307","loathe-justify","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",71,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"308","build-sail","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",97,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"309","scorn-admired","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,"NegativeMismatch","AbstractMismatch","MaxMismatch","Similarity"
"310","imagine-fulfill","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",99,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"311","annoy-exploit","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",85,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"312","bleed-resent","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",80,"NegativeMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"313","open-close","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"314","ask-inquire","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
"315","bleed-vomit","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",73,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"316","eat-respect","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",47,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"317","begin-end","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"318","speak-talk","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
"319","swing-bleed","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",22,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"320","worry-fulfill","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",10,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"321","eat-swing","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"322","annoy-hope","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",0,"NegativeMismatch","AbstractMismatch","MaxMismatch","Similarity"
"323","admired-fulfill","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",81,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"324","resent-worry","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",94,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"325","murder-resent","6640be7edc706d4622dbab1c","Ex1a: Conc-Abs (Verbs)",72,"NegativeMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"326","come-go","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"327","buy-purchase","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
"328","cook-swing","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",0,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"329","cook-stab","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"330","bleed-slap","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",0,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"331","kill-loathe","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",0,"NegativeMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"332","push-pull","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"333","kiss-admired","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",0,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"334","obsess-resent","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",0,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"335","violate-cherish","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",0,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"336","admired-cherish","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",99,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"337","worry-cherish","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",0,"NegativeMismatch","AbstractMismatch","MaxMismatch","Similarity"
"338","speak-talk","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
"339","arrive-leave","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",0,NA,NA,"DissimilarControl","Similarity"
"340","show-display","663a5cc1f775076b324606c6","Ex1a: Conc-Abs (Verbs)",99,NA,NA,"SimilarControl","Similarity"
